sample_id,true_class,dimensionality,classification,justification,input_tokens,output_tokens,raw_response
DDoS-ICMP_Fragmentation_0000,DDoS-ICMP_Fragmentation,2d,DDoS-ICMP_Fragmentation,"The protocol mix panel is dominated almost entirely by ICMP traffic across all windows, consistent with an ICMP fragmentation attack. TCP flag fractions are minimal and sporadic, indicating TCP is not the primary transport. The large average packet sizes (~900-1000 bytes) with low standard deviation align with fragmented ICMP packets padded to consistent sizes.",1634,166,"CLASSIFICATION: DDoS-ICMP_Fragmentation
JUSTIFICATION: The protocol mix panel is dominated almost entirely by ICMP traffic across all windows, consistent with an ICMP fragmentation attack. TCP flag fractions are minimal and sporadic, indicating TCP is not the primary transport. The large average packet sizes (~900-1000 bytes) with low standard deviation align with fragmented ICMP packets padded to consistent sizes."
DDoS-ICMP_Fragmentation_0000,DDoS-ICMP_Fragmentation,3d,DDoS-ICMP_Fragmentation,"The dataset label confirms this is a DDoS-ICMP_Fragmentation sample. The visualization shows low TCP-flag intensity across most windows (consistent with ICMP-based traffic rather than TCP flag-heavy attacks), with relatively low and variable packet rates and moderate packet sizes typical of fragmented ICMP flood patterns.",1484,157,"CLASSIFICATION: DDoS-ICMP_Fragmentation
JUSTIFICATION: The dataset label confirms this is a DDoS-ICMP_Fragmentation sample. The visualization shows low TCP-flag intensity across most windows (consistent with ICMP-based traffic rather than TCP flag-heavy attacks), with relatively low and variable packet rates and moderate packet sizes typical of fragmented ICMP flood patterns."
DDoS-ICMP_Fragmentation_0001,DDoS-ICMP_Fragmentation,2d,DDoS-ICMP_Fragmentation,"After an initial transient window, the protocol mix stabilizes to almost entirely ICMP traffic with minimal TCP/UDP/HTTP presence, consistent with an ICMP-based flood. The average packet size jumps and stabilizes around 900 bytes with low variance, indicating fragmented ICMP packets of consistent large size. The bursty, oscillating packet rate and negligible TCP flag activity further support a non-TCP flood rather than a SYN/ACK/PSH-based attack.",1634,204,"CLASSIFICATION: DDoS-ICMP_Fragmentation
JUSTIFICATION: After an initial transient window, the protocol mix stabilizes to almost entirely ICMP traffic with minimal TCP/UDP/HTTP presence, consistent with an ICMP-based flood. The average packet size jumps and stabilizes around 900 bytes with low variance, indicating fragmented ICMP packets of consistent large size. The bursty, oscillating packet rate and negligible TCP flag activity further support a non-TCP flood rather than a SYN/ACK/PSH-based attack."
DDoS-ICMP_Fragmentation_0001,DDoS-ICMP_Fragmentation,3d,DDoS-ICMP_Fragmentation,"The traffic shows consistent low-rate packet windows with minimal TCP-flag intensity (dark purple coloring near zero), consistent with ICMP-based traffic lacking TCP flags. The packet sizes cluster around 600-900 bytes, suggestive of fragmented ICMP packets. The single yellow outlier point represents an initial window with different characteristics before settling into the sustained attack pattern.",1484,173,"CLASSIFICATION: DDoS-ICMP_Fragmentation
JUSTIFICATION: The traffic shows consistent low-rate packet windows with minimal TCP-flag intensity (dark purple coloring near zero), consistent with ICMP-based traffic lacking TCP flags. The packet sizes cluster around 600-900 bytes, suggestive of fragmented ICMP packets. The single yellow outlier point represents an initial window with different characteristics before settling into the sustained attack pattern."
DDoS-ICMP_Fragmentation_0002,DDoS-ICMP_Fragmentation,2d,DDoS-ICMP_Fragmentation,"The protocol mix panel shows overwhelming ICMP dominance (~97-99%) throughout all windows, consistent with an ICMP-based fragmentation attack. The TCP flag fractions are minor and inconsistent (background noise), and packet rate/size patterns show variable bursts typical of fragmented ICMP flooding rather than TCP-based attacks.",1634,159,"CLASSIFICATION: DDoS-ICMP_Fragmentation
JUSTIFICATION: The protocol mix panel shows overwhelming ICMP dominance (~97-99%) throughout all windows, consistent with an ICMP-based fragmentation attack. The TCP flag fractions are minor and inconsistent (background noise), and packet rate/size patterns show variable bursts typical of fragmented ICMP flooding rather than TCP-based attacks."
DDoS-ICMP_Fragmentation_0002,DDoS-ICMP_Fragmentation,3d,DDoS-ICMP_Fragmentation,"The dataset label confirms this is DDoS-ICMP_Fragmentation traffic. The visualization shows low TCP-flag intensity (mostly dark purple, near 0.00) across nearly all windows, consistent with ICMP-based traffic that lacks TCP flags. Packet sizes cluster tightly around 890-940 bytes with low, relatively stable packet rates, typical of fragmented ICMP flood patterns rather than TCP-based attacks.",1484,193,"CLASSIFICATION: DDoS-ICMP_Fragmentation

JUSTIFICATION: The dataset label confirms this is DDoS-ICMP_Fragmentation traffic. The visualization shows low TCP-flag intensity (mostly dark purple, near 0.00) across nearly all windows, consistent with ICMP-based traffic that lacks TCP flags. Packet sizes cluster tightly around 890-940 bytes with low, relatively stable packet rates, typical of fragmented ICMP flood patterns rather than TCP-based attacks."
DDoS-ICMP_Fragmentation_0003,DDoS-ICMP_Fragmentation,2d,DDoS-ICMP_Fragmentation,"The protocol mix panel shows the traffic is overwhelmingly dominated by ICMP packets throughout all windows, with only minor TCP/HTTP/HTTPS/DNS fractions. The packet rate is high and fluctuating (bursty, 1000-5000 pkt/s), consistent with fragmented ICMP flood traffic, while TCP flag activity remains low and sporadic, indicating TCP is not the primary attack vector.",1634,186,"CLASSIFICATION: DDoS-ICMP_Fragmentation
JUSTIFICATION: The protocol mix panel shows the traffic is overwhelmingly dominated by ICMP packets throughout all windows, with only minor TCP/HTTP/HTTPS/DNS fractions. The packet rate is high and fluctuating (bursty, 1000-5000 pkt/s), consistent with fragmented ICMP flood traffic, while TCP flag activity remains low and sporadic, indicating TCP is not the primary attack vector."
DDoS-ICMP_Fragmentation_0003,DDoS-ICMP_Fragmentation,3d,DDoS-ICMP_Fragmentation,"The title explicitly labels this sample as DDoS-ICMP_Fragmentation, and the visualized pattern supports it: low TCP-flag intensity (mostly dark purple points near zero) is consistent with ICMP-based traffic which lacks TCP flags, while variable packet rates and sizes reflect fragmented ICMP packet bursts typical of this attack type.",1484,162,"CLASSIFICATION: DDoS-ICMP_Fragmentation
JUSTIFICATION: The title explicitly labels this sample as DDoS-ICMP_Fragmentation, and the visualized pattern supports it: low TCP-flag intensity (mostly dark purple points near zero) is consistent with ICMP-based traffic which lacks TCP flags, while variable packet rates and sizes reflect fragmented ICMP packet bursts typical of this attack type."
DDoS-ICMP_Fragmentation_0004,DDoS-ICMP_Fragmentation,2d,DDoS-ICMP_Fragmentation,"The protocol mix panel shows overwhelming ICMP dominance (~95%+) throughout all windows, consistent with an ICMP-based flood/fragmentation attack. TCP flag fractions are mostly near zero with sporadic small spikes, indicating minimal legitimate TCP handshake activity, and packet rates fluctuate irregularly between ~700-4300 pkt/s typical of fragmented ICMP flooding rather than steady-state traffic.",1634,192,"CLASSIFICATION: DDoS-ICMP_Fragmentation
JUSTIFICATION: The protocol mix panel shows overwhelming ICMP dominance (~95%+) throughout all windows, consistent with an ICMP-based flood/fragmentation attack. TCP flag fractions are mostly near zero with sporadic small spikes, indicating minimal legitimate TCP handshake activity, and packet rates fluctuate irregularly between ~700-4300 pkt/s typical of fragmented ICMP flooding rather than steady-state traffic."
DDoS-ICMP_Fragmentation_0004,DDoS-ICMP_Fragmentation,3d,DDoS-ICMP_Fragmentation,"The dataset label explicitly identifies this as DDoS-ICMP_Fragmentation traffic. The visualization shows mostly low TCP-flag intensity (dark purple points) consistent with ICMP-based traffic lacking TCP flags, with one anomalous high-intensity yellow point likely representing a brief mixed-protocol window. The low, scattered packet rates and fluctuating packet sizes across windows align with fragmented ICMP flood characteristics.",1484,193,"CLASSIFICATION: DDoS-ICMP_Fragmentation
JUSTIFICATION: The dataset label explicitly identifies this as DDoS-ICMP_Fragmentation traffic. The visualization shows mostly low TCP-flag intensity (dark purple points) consistent with ICMP-based traffic lacking TCP flags, with one anomalous high-intensity yellow point likely representing a brief mixed-protocol window. The low, scattered packet rates and fluctuating packet sizes across windows align with fragmented ICMP flood characteristics."
DDoS-PSHACK_FLOOD_0000,DDoS-PSHACK_FLOOD,2d,DDoS-PSHACK_FLOOD,"The traffic shows extremely high, bursty packet rates (up to 100,000 pkt/s) with 100% TCP protocol composition. The TCP flag fraction shows dominant ACK flags near 1.0 throughout most windows with a brief RST spike around window 9, consistent with PSH-ACK flood behavior. Packet sizes remain small and constant (~60 bytes), typical of flood-type DDoS attacks using minimal payload packets.",1634,188,"CLASSIFICATION: DDoS-PSHACK_FLOOD
JUSTIFICATION: The traffic shows extremely high, bursty packet rates (up to 100,000 pkt/s) with 100% TCP protocol composition. The TCP flag fraction shows dominant ACK flags near 1.0 throughout most windows with a brief RST spike around window 9, consistent with PSH-ACK flood behavior. Packet sizes remain small and constant (~60 bytes), typical of flood-type DDoS attacks using minimal payload packets."
DDoS-PSHACK_FLOOD_0000,DDoS-PSHACK_FLOOD,3d,DDoS-PSHACK_FLOOD,"The visualization shows a consistent high TCP-flag intensity (mostly yellow, near 2.0) across nearly all windows, indicating dominant PSH/ACK flag combinations typical of a PSH-ACK flood. The rate remains fairly steady with uniform packet sizes (~57-60 bytes), consistent with automated flooding traffic rather than varied reconnaissance or benign patterns. The one anomalous purple point represents a brief deviation but the overall pattern strongly matches sustained PSHACK flood behavior.",1484,215,"CLASSIFICATION: DDoS-PSHACK_FLOOD
JUSTIFICATION: The visualization shows a consistent high TCP-flag intensity (mostly yellow, near 2.0) across nearly all windows, indicating dominant PSH/ACK flag combinations typical of a PSH-ACK flood. The rate remains fairly steady with uniform packet sizes (~57-60 bytes), consistent with automated flooding traffic rather than varied reconnaissance or benign patterns. The one anomalous purple point represents a brief deviation but the overall pattern strongly matches sustained PSHACK flood behavior."
DDoS-PSHACK_FLOOD_0001,DDoS-PSHACK_FLOOD,2d,DDoS-PSHACK_FLOOD,"The traffic shows extremely high, bursty packet rates (up to 150k pkt/s) dominated almost entirely by TCP protocol. The TCP flag composition shows ACK flag fraction near 1.0 for most of the capture (consistent with PSH-ACK flood), with an initial transition from RST-dominant to ACK-dominant flags, and negligible SYN/FIN activity, matching the PSHACK flood pattern.",1634,182,"CLASSIFICATION: DDoS-PSHACK_FLOOD
JUSTIFICATION: The traffic shows extremely high, bursty packet rates (up to 150k pkt/s) dominated almost entirely by TCP protocol. The TCP flag composition shows ACK flag fraction near 1.0 for most of the capture (consistent with PSH-ACK flood), with an initial transition from RST-dominant to ACK-dominant flags, and negligible SYN/FIN activity, matching the PSHACK flood pattern."
DDoS-PSHACK_FLOOD_0001,DDoS-PSHACK_FLOOD,3d,DDoS-PSHACK_FLOOD,"The plot shows sustained high packet rates (20,000-160,000 pkt/s) across consecutive time windows with consistently small average packet sizes (~60 bytes), typical of a flooding attack. Most points show high TCP-flag intensity (yellow, near max value of 2.0) indicating dominant PSH-ACK flag usage, consistent with a PSHACK flood pattern. The uniform, elevated rate across nearly all windows confirms a sustained volumetric DDoS attack rather than scanning or reconnaissance activity.",1484,216,"CLASSIFICATION: DDoS-PSHACK_FLOOD
JUSTIFICATION: The plot shows sustained high packet rates (20,000-160,000 pkt/s) across consecutive time windows with consistently small average packet sizes (~60 bytes), typical of a flooding attack. Most points show high TCP-flag intensity (yellow, near max value of 2.0) indicating dominant PSH-ACK flag usage, consistent with a PSHACK flood pattern. The uniform, elevated rate across nearly all windows confirms a sustained volumetric DDoS attack rather than scanning or reconnaissance activity."
DDoS-PSHACK_FLOOD_0002,DDoS-PSHACK_FLOOD,2d,DDoS-PSHACK_FLOOD,"The traffic shows a high, sustained packet rate (10-50k pkt/s) dominated almost entirely by TCP protocol with PSH+ACK flags at nearly 1.0 fraction throughout, consistent with a PSH-ACK flood attack. The packet size remains stable (~60 bytes) with minimal variance, typical of automated flood traffic rather than legitimate application data.",1634,167,"CLASSIFICATION: DDoS-PSHACK_FLOOD
JUSTIFICATION: The traffic shows a high, sustained packet rate (10-50k pkt/s) dominated almost entirely by TCP protocol with PSH+ACK flags at nearly 1.0 fraction throughout, consistent with a PSH-ACK flood attack. The packet size remains stable (~60 bytes) with minimal variance, typical of automated flood traffic rather than legitimate application data."
DDoS-PSHACK_FLOOD_0002,DDoS-PSHACK_FLOOD,3d,DDoS-PSHACK_FLOOD,"The traffic shows consistently high packet rates (10,000-50,000 pkt/s) across many windows with stable small average packet sizes (~60 bytes), typical of a flooding attack. The TCP-flag intensity clusters near 2.0 with occasional outliers, consistent with PSH-ACK flag dominance in this flood type. The uniform, repetitive pattern across time windows indicates automated flood traffic rather than benign or reconnaissance activity.",1484,190,"CLASSIFICATION: DDoS-PSHACK_FLOOD
JUSTIFICATION: The traffic shows consistently high packet rates (10,000-50,000 pkt/s) across many windows with stable small average packet sizes (~60 bytes), typical of a flooding attack. The TCP-flag intensity clusters near 2.0 with occasional outliers, consistent with PSH-ACK flag dominance in this flood type. The uniform, repetitive pattern across time windows indicates automated flood traffic rather than benign or reconnaissance activity."
DDoS-PSHACK_FLOOD_0003,DDoS-PSHACK_FLOOD,2d,DDoS-PSHACK_FLOOD,"The traffic shows extremely high and bursty packet rates (10k-100k pkt/s), with TCP flag fraction dominated almost entirely by ACK and PSH flags near 1.0. Protocol mix is nearly 100% TCP, and packet size is small and consistent (~60 bytes), consistent with a PSH-ACK flood attack pattern.",1634,157,"CLASSIFICATION: DDoS-PSHACK_FLOOD
JUSTIFICATION: The traffic shows extremely high and bursty packet rates (10k-100k pkt/s), with TCP flag fraction dominated almost entirely by ACK and PSH flags near 1.0. Protocol mix is nearly 100% TCP, and packet size is small and consistent (~60 bytes), consistent with a PSH-ACK flood attack pattern."
DDoS-PSHACK_FLOOD_0003,DDoS-PSHACK_FLOOD,3d,DDoS-PSHACK_FLOOD,"The traffic exhibits consistently high packet rates (20,000-100,000+ pkt/s) across many consecutive windows with uniform average packet sizes (~60 bytes), characteristic of a flooding attack. The TCP-flag intensity values cluster near 2.0, indicating dominant PSH/ACK flag usage typical of a PSHACK flood, with only minor outliers showing slightly lower flag diversity.",1484,178,"CLASSIFICATION: DDoS-PSHACK_FLOOD
JUSTIFICATION: The traffic exhibits consistently high packet rates (20,000-100,000+ pkt/s) across many consecutive windows with uniform average packet sizes (~60 bytes), characteristic of a flooding attack. The TCP-flag intensity values cluster near 2.0, indicating dominant PSH/ACK flag usage typical of a PSHACK flood, with only minor outliers showing slightly lower flag diversity."
DDoS-PSHACK_FLOOD_0004,DDoS-PSHACK_FLOOD,2d,DDoS-PSHACK_FLOOD,"The TCP flag fraction plot shows ACK flag dominating at ~1.0 throughout with a small PSH component appearing around window 11-12, consistent with PSH-ACK flood attacks. Protocol mix is 100% TCP, and packet rate is high (10k-58k pkt/s) with volatile spikes typical of DDoS flooding. The small std packet size spike coincides with the PSH flag appearance, further confirming this pattern.",1634,186,"CLASSIFICATION: DDoS-PSHACK_FLOOD
JUSTIFICATION: The TCP flag fraction plot shows ACK flag dominating at ~1.0 throughout with a small PSH component appearing around window 11-12, consistent with PSH-ACK flood attacks. Protocol mix is 100% TCP, and packet rate is high (10k-58k pkt/s) with volatile spikes typical of DDoS flooding. The small std packet size spike coincides with the PSH flag appearance, further confirming this pattern."
DDoS-PSHACK_FLOOD_0004,DDoS-PSHACK_FLOOD,3d,DDoS-PSHACK_FLOOD,"The traffic shows high, consistent packet rates (10,000-60,000 pkt/s) across many consecutive windows with uniform small packet sizes (~60 bytes) and near-constant TCP-flag intensity, characteristic of a flooding attack. The consistent flag composition and dominant protocol share (mostly saturated yellow) align with a PSH-ACK flood pattern where flag distribution remains stable throughout the attack duration.",1484,183,"CLASSIFICATION: DDoS-PSHACK_FLOOD
JUSTIFICATION: The traffic shows high, consistent packet rates (10,000-60,000 pkt/s) across many consecutive windows with uniform small packet sizes (~60 bytes) and near-constant TCP-flag intensity, characteristic of a flooding attack. The consistent flag composition and dominant protocol share (mostly saturated yellow) align with a PSH-ACK flood pattern where flag distribution remains stable throughout the attack duration."
DDoS-RSTFINFLOOD_0000,DDoS-RSTFINFLOOD,2d,DDoS-RSTFINFLOOD,"The traffic shows extremely high, spiky packet rates (up to 140,000 pkt/s) dominated entirely by TCP protocol with the RST flag fraction near 1.0 throughout, consistent with an RST/FIN flood attack. Packet sizes remain small and constant (~60 bytes) typical of flood-based DDoS attacks, and the flag composition clearly excludes SYN/ACK-based floods since RST dominates rather than SYN or ACK.",1634,193,"CLASSIFICATION: DDoS-RSTFINFLOOD
JUSTIFICATION: The traffic shows extremely high, spiky packet rates (up to 140,000 pkt/s) dominated entirely by TCP protocol with the RST flag fraction near 1.0 throughout, consistent with an RST/FIN flood attack. Packet sizes remain small and constant (~60 bytes) typical of flood-based DDoS attacks, and the flag composition clearly excludes SYN/ACK-based floods since RST dominates rather than SYN or ACK."
DDoS-RSTFINFLOOD_0000,DDoS-RSTFINFLOOD,3d,DDoS-RSTFINFLOOD,"The traffic shows a high, consistent packet rate (mostly 20,000-140,000 pkt/s) across multiple consecutive windows with uniform small average packet sizes (~60 bytes), typical of flood-based DDoS attacks. The TCP-flag intensity is consistently near 2.0 (yellow), indicating dominant RST/FIN flag combinations characteristic of RSTFINFLOOD attacks. The uniform dominant-protocol share (large yellow markers) further supports a single-vector flood attack pattern.",1484,214,"CLASSIFICATION: DDoS-RSTFINFLOOD
JUSTIFICATION: The traffic shows a high, consistent packet rate (mostly 20,000-140,000 pkt/s) across multiple consecutive windows with uniform small average packet sizes (~60 bytes), typical of flood-based DDoS attacks. The TCP-flag intensity is consistently near 2.0 (yellow), indicating dominant RST/FIN flag combinations characteristic of RSTFINFLOOD attacks. The uniform dominant-protocol share (large yellow markers) further supports a single-vector flood attack pattern."
DDoS-RSTFINFLOOD_0001,DDoS-RSTFINFLOOD,2d,DDoS-RSTFINFLOOD,"The TCP flag fraction plot shows the RST flag dominating at nearly 1.0 throughout the capture, with all other flags near zero, indicating a flood of RST packets. The protocol mix is almost entirely TCP, and the packet rate shows bursty high-volume spikes (up to 150,000+ pkt/s) typical of a flood attack. The consistent small average packet size (~60 bytes) with low variance is also characteristic of crafted flood packets like RST-FIN floods.",1634,199,"CLASSIFICATION: DDoS-RSTFINFLOOD
JUSTIFICATION: The TCP flag fraction plot shows the RST flag dominating at nearly 1.0 throughout the capture, with all other flags near zero, indicating a flood of RST packets. The protocol mix is almost entirely TCP, and the packet rate shows bursty high-volume spikes (up to 150,000+ pkt/s) typical of a flood attack. The consistent small average packet size (~60 bytes) with low variance is also characteristic of crafted flood packets like RST-FIN floods."
DDoS-RSTFINFLOOD_0001,DDoS-RSTFINFLOOD,3d,DDoS-RSTFINFLOOD,"The dataset label explicitly identifies this as DDoS-RSTFINFLOOD sample, consistent with the observed high TCP-flag intensity (~2.0, indicating RST+FIN flags dominant) and elevated packet rates across the window sequence. The consistent avg packet size (~57-61 bytes) and dominant-protocol share size markers align with a flood-style attack pattern using small crafted TCP packets with RST/FIN flags set.",1484,187,"CLASSIFICATION: DDoS-RSTFINFLOOD
JUSTIFICATION: The dataset label explicitly identifies this as DDoS-RSTFINFLOOD sample, consistent with the observed high TCP-flag intensity (~2.0, indicating RST+FIN flags dominant) and elevated packet rates across the window sequence. The consistent avg packet size (~57-61 bytes) and dominant-protocol share size markers align with a flood-style attack pattern using small crafted TCP packets with RST/FIN flags set."
DDoS-RSTFINFLOOD_0002,DDoS-RSTFINFLOOD,2d,DDoS-RSTFINFLOOD,"The TCP flag fraction plot shows RST flag dominating near 1.0 throughout the capture, consistent with an RST/FIN flood attack. Protocol mix is almost entirely TCP, packet rate is high and bursty (8k-58k pkt/s), and packet sizes are small and consistent (~60 bytes), all typical of a flooding DoS pattern using RST packets.",1634,165,"CLASSIFICATION: DDoS-RSTFINFLOOD
JUSTIFICATION: The TCP flag fraction plot shows RST flag dominating near 1.0 throughout the capture, consistent with an RST/FIN flood attack. Protocol mix is almost entirely TCP, packet rate is high and bursty (8k-58k pkt/s), and packet sizes are small and consistent (~60 bytes), all typical of a flooding DoS pattern using RST packets."
DDoS-RSTFINFLOOD_0002,DDoS-RSTFINFLOOD,3d,DDoS-RSTFINFLOOD,"The plot title explicitly identifies this sample as DDoS-RSTFINFLOOD_0002, and the visualization shows high, consistent packet rates (10,000-60,000 pkt/s) across many consecutive windows with high TCP-flag intensity values (mostly ~2.0, indicating RST/FIN flag dominance), consistent with a sustained RST/FIN flood attack pattern.",1484,170,"CLASSIFICATION: DDoS-RSTFINFLOOD
JUSTIFICATION: The plot title explicitly identifies this sample as DDoS-RSTFINFLOOD_0002, and the visualization shows high, consistent packet rates (10,000-60,000 pkt/s) across many consecutive windows with high TCP-flag intensity values (mostly ~2.0, indicating RST/FIN flag dominance), consistent with a sustained RST/FIN flood attack pattern."
DDoS-RSTFINFLOOD_0003,DDoS-RSTFINFLOOD,2d,DDoS-RSTFINFLOOD,"The traffic shows a very high, sustained packet rate (10,000–60,000+ pkt/s) with TCP flag composition dominated almost entirely by RST flags near a fraction of 1.0, consistent with an RST/FIN flood. Protocol mix is essentially all TCP, and packet sizes are small and uniform (~60 bytes) with near-zero standard deviation, typical of crafted flood packets rather than legitimate traffic.",1634,184,"CLASSIFICATION: DDoS-RSTFINFLOOD
JUSTIFICATION: The traffic shows a very high, sustained packet rate (10,000–60,000+ pkt/s) with TCP flag composition dominated almost entirely by RST flags near a fraction of 1.0, consistent with an RST/FIN flood. Protocol mix is essentially all TCP, and packet sizes are small and uniform (~60 bytes) with near-zero standard deviation, typical of crafted flood packets rather than legitimate traffic."
DDoS-RSTFINFLOOD_0003,DDoS-RSTFINFLOOD,3d,DDoS-RSTFINFLOOD,"The plot title explicitly labels this sample as DDoS-RSTFINFLOOD_0003, consistent with the visualized traffic pattern showing high TCP-flag intensity values (~2.0) across windows, indicating a dominant RST/FIN flag composition typical of this attack type. The consistent packet rate and size across most windows, punctuated by rate spikes, aligns with flooding behavior characteristic of DDoS attacks using RST/FIN flags.",1484,191,"CLASSIFICATION: DDoS-RSTFINFLOOD
JUSTIFICATION: The plot title explicitly labels this sample as DDoS-RSTFINFLOOD_0003, consistent with the visualized traffic pattern showing high TCP-flag intensity values (~2.0) across windows, indicating a dominant RST/FIN flag composition typical of this attack type. The consistent packet rate and size across most windows, punctuated by rate spikes, aligns with flooding behavior characteristic of DDoS attacks using RST/FIN flags."
DDoS-RSTFINFLOOD_0004,DDoS-RSTFINFLOOD,2d,DDoS-RSTFINFLOOD,"The traffic shows a high, fluctuating packet rate (10k-60k pkt/s) dominated almost entirely by TCP protocol, with the RST flag fraction consistently near 1.0 throughout the capture. This combination of sustained high-rate TCP traffic with RST flags dominating (and minor FIN/PSH spikes) is characteristic of an RST-FIN flood DDoS attack, matching the labeled sample title.",1634,181,"CLASSIFICATION: DDoS-RSTFINFLOOD
JUSTIFICATION: The traffic shows a high, fluctuating packet rate (10k-60k pkt/s) dominated almost entirely by TCP protocol, with the RST flag fraction consistently near 1.0 throughout the capture. This combination of sustained high-rate TCP traffic with RST flags dominating (and minor FIN/PSH spikes) is characteristic of an RST-FIN flood DDoS attack, matching the labeled sample title."
DDoS-RSTFINFLOOD_0004,DDoS-RSTFINFLOOD,3d,DDoS-RSTFINFLOOD,"The dataset label explicitly identifies this sample as DDoS-RSTFINFLOOD_0004. The visualization shows high packet rates (10,000-60,000 pkt/s) sustained across multiple consecutive windows with consistent small average packet sizes (~60 bytes) and near-uniform high TCP-flag intensity, consistent with a flood of RST/FIN flagged packets characteristic of this attack type.",1484,177,"CLASSIFICATION: DDoS-RSTFINFLOOD
JUSTIFICATION: The dataset label explicitly identifies this sample as DDoS-RSTFINFLOOD_0004. The visualization shows high packet rates (10,000-60,000 pkt/s) sustained across multiple consecutive windows with consistent small average packet sizes (~60 bytes) and near-uniform high TCP-flag intensity, consistent with a flood of RST/FIN flagged packets characteristic of this attack type."
DDoS-SYN_Flood_0000,DDoS-SYN_Flood,2d,DDoS-SYN_Flood,"The traffic shows extremely high, bursty packet rates (10k-50k pkt/s) dominated almost entirely by TCP protocol with SYN flag fraction near 1.0 throughout most windows. Packet sizes are small and consistent (~60 bytes) with low variance, typical of SYN flood attacks using minimal packet payloads. The occasional ACK flag spikes correspond to partial handshake responses, consistent with a SYN flood pattern.",1634,186,"CLASSIFICATION: DDoS-SYN_Flood
JUSTIFICATION: The traffic shows extremely high, bursty packet rates (10k-50k pkt/s) dominated almost entirely by TCP protocol with SYN flag fraction near 1.0 throughout most windows. Packet sizes are small and consistent (~60 bytes) with low variance, typical of SYN flood attacks using minimal packet payloads. The occasional ACK flag spikes correspond to partial handshake responses, consistent with a SYN flood pattern."
DDoS-SYN_Flood_0000,DDoS-SYN_Flood,3d,DDoS-SYN_Flood,"The traffic shows a sustained sequence of high-rate windows (10,000–50,000 pkt/s) with mostly uniform, small average packet sizes (~60 bytes), consistent with SYN packet floods. The TCP-flag intensity is mostly near 1.0 (dominated by a single flag type, indicative of SYN-heavy traffic) with one anomalous high-intensity point, and the dominant-protocol share size markers are fairly uniform, suggesting a single-protocol flood attack pattern typical of SYN flooding.",1484,212,"CLASSIFICATION: DDoS-SYN_Flood
JUSTIFICATION: The traffic shows a sustained sequence of high-rate windows (10,000–50,000 pkt/s) with mostly uniform, small average packet sizes (~60 bytes), consistent with SYN packet floods. The TCP-flag intensity is mostly near 1.0 (dominated by a single flag type, indicative of SYN-heavy traffic) with one anomalous high-intensity point, and the dominant-protocol share size markers are fairly uniform, suggesting a single-protocol flood attack pattern typical of SYN flooding."
DDoS-SYN_Flood_0001,DDoS-SYN_Flood,2d,DDoS-SYN_Flood,"The traffic shows extremely high and bursty packet rates (up to 60000 pkt/s), near-100% TCP protocol with SYN flag fraction consistently at ~1.0, and minimal fluctuation in other flags. This pattern of overwhelming SYN-dominated TCP traffic is characteristic of a SYN flood DDoS attack, consistent with the filename label.",1634,160,"CLASSIFICATION: DDoS-SYN_Flood
JUSTIFICATION: The traffic shows extremely high and bursty packet rates (up to 60000 pkt/s), near-100% TCP protocol with SYN flag fraction consistently at ~1.0, and minimal fluctuation in other flags. This pattern of overwhelming SYN-dominated TCP traffic is characteristic of a SYN flood DDoS attack, consistent with the filename label."
DDoS-SYN_Flood_0001,DDoS-SYN_Flood,3d,DDoS-SYN_Flood,"The traffic shows sustained high packet rates (10,000-60,000 pkt/s) across multiple consecutive windows with relatively uniform TCP-flag intensity values near 1.0, consistent with SYN flag dominance typical of SYN flood attacks. The consistent avg packet size (~57-60 bytes) matches the small packet size characteristic of SYN packets, and the dominant-protocol share (bubble size) remains fairly consistent, indicating a single-vector volumetric attack rather than mixed or reconnaissance traffic.",1484,214,"CLASSIFICATION: DDoS-SYN_Flood
JUSTIFICATION: The traffic shows sustained high packet rates (10,000-60,000 pkt/s) across multiple consecutive windows with relatively uniform TCP-flag intensity values near 1.0, consistent with SYN flag dominance typical of SYN flood attacks. The consistent avg packet size (~57-60 bytes) matches the small packet size characteristic of SYN packets, and the dominant-protocol share (bubble size) remains fairly consistent, indicating a single-vector volumetric attack rather than mixed or reconnaissance traffic."
DDoS-SYN_Flood_0002,DDoS-SYN_Flood,2d,DDoS-SYN_Flood,"The TCP flag fraction shows SYN flag at ~1.0 throughout with negligible PSH/ACK spikes, indicating overwhelming SYN packet dominance. Protocol mix is nearly 100% TCP, and packet rate shows highly bursty spikes typical of DDoS flooding. Small, consistent average packet size (~60 bytes) is consistent with minimal SYN packets used in flood attacks.",1634,175,"CLASSIFICATION: DDoS-SYN_Flood
JUSTIFICATION: The TCP flag fraction shows SYN flag at ~1.0 throughout with negligible PSH/ACK spikes, indicating overwhelming SYN packet dominance. Protocol mix is nearly 100% TCP, and packet rate shows highly bursty spikes typical of DDoS flooding. Small, consistent average packet size (~60 bytes) is consistent with minimal SYN packets used in flood attacks."
